Acanthus,Almond,Abajo,abelia,beak,can,Abelia,abbottiae,neomexicanus,andrewsii,americana
Adder's-tongue,Cherry,abata,abobe,agoseris,beard,cueva,Abelmoschus,abitibiana,roetteri,bonnevillensis,quadrangulata,amphigena
Aloe,family,abelia,abrothallus,agrimony,bedstraw,cushion,Abies,acadiensis,cellulosa,medium,andina
Amaranth,Fern,Abert's,absconditella,airplant,belfry,gallina,Abietinella,acutiflora,sukaczewii,angustifolia
Araucaria,Gooseberry,abietenella,absonditella,albizzia,Bethlehem,hyssop,Abildgaardia,aequalis,aberrans,anserinum
Arum,Hat,abietinella,abutilon,alsinidendron,bindweed,lily,Abroma,aestivaliformis,abietinum,arcticus
Aster,Mangrove,aboriginal,acalypha,alsophila,brodiaea,mallow,Abronia,ajoensis,ablata,arcuifolia
Azolla,Mistletoe,Abrams',acanthus,amole,buckwheat,mariposa,Abrothallus,alaskanum,abortiva,arenaria
Balanophora,moss,abrothallus,acaulon,and,bush,Mary,Abrus,alata,abramsii,argentea
Banana,o'clock,abruptbeak,ackee,andreaeobryum,cabbage,mistletoe,Absconditella,algonquinensis,abrotanifolia,aspera
Barbados,Pipe,abrus,aconite,anemone,cactus,monkeyflower,Abutilon,alnea,absinthifolia,beeringianum
Barberry,Primrose,absconditella,acriopsis,angel,centaury,moss,Acacia,alpestris,absus,bernardina
Basella,Rush,absinthium,acroporium,angelica,cholla,orchid,Acaciella,alternifolium,abyssinicus,berryi
Bayberry,Tassel,Abyssinia,adenosma,apple,clover,paintbrush,Acaena,ambigua,acadiensis,bifida
Beech,Yew,Abyssinian,aenium,arnica,columbine,primrose,Acalypha,ananassa,acanthocarpa,bigelovii
Begonia,acacia,aeonium,arrowroot,comb,ramon,Acamptopappus,andrewsii,acaulis,borealis
Bellflower,Acadia,aerva,arum,Cruz,rue,Acanthocereus,anomala,accidens,callianthemus
Birch,acaena,African,aster,cryptantha,sierra,Acanthomintha,antipolitensis,achillaeoides,caput-medusae
Birthwort,acanthus,African-queen,ayenia,cueva,valley,Acanthospermum,aptera,achilleifolia,ceruminosa
Bittersweet,Acapulco,after,balm,de,weed,Acanthus,arctophila,acicularis,chamissonis
Borage,acaulon,afzelia,balsam,dodder,Acarospora,arcuatus,acrispum,dawsonii
,arcuate,brittlebush,mauna,Apocynum,pseudorepens,borealis,
,areca,brittlegrass,melemele,Apodanthera,pubens,borreganus,
,arecastrum,broccoli,mercury,Apometzgeria,puberis,borregoense,
,arenga,brodiaea,milkberry,Aponogeton,pulchrum,boscianum,
,aretillo,brodoa,milkpea,Apotreubia,purpureus,botrytis,
,Argentina,brome,milkvetch,Appendicula,purpusii,bouchonii,
,Argentine,brookfoam,milkweed,Aptenia,pylaieanum,bovei,
,Argentinian,broom,millet,Apteria,quebecensis,brachyantherum,
,Argus,broomweed,mint,Aquilegia,quinti-martii,brachycalyx,
,argyle,brosimum,misery,Arabidopsis,quirponensis,brachycarpa,
,argyreia,brotherella,mistletoe,Arabis,ramosissima,brachycarpum,
,arhyrautia,brown,mock,Arachis,raymundii,brachycodon,
,arid,browneyes,monkeyflower,Arachniodes,reducta,brachyloba,
,aridland,brownish,monkshood,Aralia,repens,brachylobus,
,arisaema,brucea,monte,Araucaria,rockii,brachypappa,
,aristea,bruchia,moonwort,Araujia,roetteri,brachypetala,
,Arizona,bruguiera,morning-glory,Arbutus,rollandii,brachyphylla,
,Arizonia,brunfelsia,moss,Arceuthobium,rousseauanum,brachyphyllus,
,Arkansas,brunnera,Mountain,Archidendron,rubrocarnea,brachyrrhyncha,
,armeria,Bruno,mountainbalm,Archidium,rugosus,brachystachya,
,armoracia,brush,mountainbay,Archontophoenix,sandbergii,bracteata,
,arnica,bryhnia,Mountains,Arctagrostis,sardloqensis,bracteosa,
,Arnold,bryoerythrophyllum,mule-ears,Arctium,sargentii,bracteosum,
,Arnold's,bryohaplocladium,mustard,Arctoa,saundersii,brandegeeae,
,arnoseris,bryony,nakedwood,Arctocetraria,saxenii,brandegeei,
,aroma,bryoxiphium,Navidad,×Arctodupontia,scabrella,brauniae,
,arrabidaea,bryum,needlegrass,Arctomecon,schatzii,braunii,
,arracacha,buchanania,needles,Arctomia,schneckii,bravoensis,
,arracacia,buchenavia,nettle,Arctoparmelia,schoenlandi,brecciarum,
,arrowfeather,buchu,nicker,Arctopeltis,scoparioides,breedlovei,
,arrowhead,bucida,nightcap,Arctophila,selloum,breve,
,arrowleaf,buckbrush,nightshade,Arctostaphylos,separabilis,brevialata,
,Arroyo,buckeye,nodding,Arctotheca,serenae,brevibracteatus,
,arthothelium,buckhorn,nose,Arctotis,serrulatus,brevicarinata,
,arthrocnemum,buckthorn,nots,Ardisia,shawneense,brevicaule,
,arthrorhaphis,buckwheat,nui,Areca,simulata,brevicolla,
,arthrostemma,buelliella,oatgrass,Arecastrum,sinensis,brevicornu,
,artocarpus,buena,Obispo,Arenaria,slavinii,brevicrinis,
,arum,bugbane,of,Arenga,slossoniae,brevicula,
,aruncus,bugle,Ohio,Arethusa,soerensenii,brevidens,
,asafetida,bugloss,olive,Argemone,sophorifolia,breviflora,
,Asahina's,bugseed,onion,Argentina,speciosum,brevifolia,
,asahinea,bulbophyllum,orange,Argusia,sphenocookii,brevifolius,
,ascending,bulbothrix,orchid,Argyranthemum,spiculosa,brevigyna,
,Ascherson's,bullnettle,orquideas,×Argyrautia,stenolepis,brevihamatus,
,aschisma,bullwort,owl's-clover,Argyreia,subdolichostachya,breviloba,
,Ash,bulrush,oxtongue,Argyrochosma,subimpressa,brevilobata,
,Ashby's,bun,paintbrush,Argyrolobium,subintegra,brevior,
,Ashe's,bundleflower,palm,Argyroxiphium,subpaleacea,brevipes,
,ashen,bunya,palo,Argythamnia,subrecta,breviradiatus,
,ashgray,bur,panicgrass,Ariocarpus,subreducta,brevirete,
,Ashland,burdock,papala,Arisaema,subsalina,brevis,
,ashy,burhead,pappusgrass,Aristea,subviridula,brevispinus,
,Asian,burn,parsley,Aristida,sullivantii,brevisquama,
,Asiatic,burning,pasmo,Aristocapsa,sulphurea,brevistolon,
,aspalathus,burnweed,pavo,Aristolochia,sundermannii,breweri,
,asparagus,burr,pawpaw,Aristotelia,superba,brittonianum,
,aspen,bursera,pea,Armeria,tangelo,bromoides,
,asphead,bush,pear,Armoracia,terebinthacea,bruceae,
,asphodelus,bushbeech,perra,Arnellia,tetracantha,bruneri,
,asplenium,bushweed,perro,Arnica,texana,brunetianus,
,Assai,bushwillow,piert,Arnoglossum,texensis,brunnescens,
,Assam,bushy,pincushion,Arnoseris,thinicola,brunneus,
,Assiniboia,butterfly,pine,Aronia,thyrsiflora,bryanii,
,Assyrian,butterflybush,pineland,Arrabidaea,tomentosa,bulbifera,
,aster,butterwort,pipe,Arracacia,tottenii,bulbosum,
,asterophoma,buttonbush,pipeweed,Arrhenatherum,trabutii,buoflama,
,asterothyrium,buttonweed,plant,Artabotrys,tracyi,burkii,
,asthmaweed,buxbaumia,plantain,Artemisia,treleaseanum,bushianum,
,astomum,cabbage,pogonia,Arthonia,trichina,buttensis,
,astripomoea,cacalia,ponysfoot,Arthopyrenia,triploidea,byzantinus,
,astrophytum,caccoon,poppy,Arthothelium,trudellii,cabanisii,
,astrothelium,cactus,prairie,Arthraxon,truncatum,cacalioides,
,asystasia,calabash,pricklypoppy,Arthrocnemum,tucsonensis,caduciloba,
,atamisquea,calamint,primrose,Arthropodium,turbiniformis,caelestinum,
,athelia,calammophila,punta,Arthrorhaphis,uintahensis,caerulea,
,Atkinson's,calcareous,pussypaws,Arthrosporum,uliginosa,caespitosa,
,Atlantic,Caledonia,pussytoes,Arthrostemma,umbraculiflora,caespitosum,
,atrichoseris,calicoflower,pye,Arthrostylidium,umfolozi,caffrorum,
,atrichum,California,pygmyweed,Artocarpus,utahensis,calcaratum,
,attalea,callicarpa,quina,Arum,vancouverense,calcarea,
,attenuate,callicostella,ragweed,Aruncus,vanrensselaeri,calcareum,
,attorney,calliergon,raintree,Arundina,variabile,calcicola,
,Atwood's,calopadia,ramon,Arundinaria,variicolor,calciphilum,
,auerodendron,calophyllum,ranton,Arundinella,veitchianus,calidipetris,
,Augustin's,calycadenia,rattlebox,Arundo,venustum,calientensis,
,aulacomnium,calycera,rattlepod,Asahinea,victorinii,californica,
,aulaxina,calymperes,rayless,Asanthus,villicalyx,californicum,
,Aunt,camas,red,Asarum,villosa-vivipara,californicus,
,aurinia,camellia,reindeer,Ascarina,virginicum,callianthemus,
,Austin's,Camp,Rico,Aschisma,viridiflora,callitrix,
,Australasian,camphor,ridgerunner,Ascidiota,viscosa,calophylla,
,Australian,campylium,ringstem,Asclepias,vivipara,calycina,
,Austrian,campylopus,River,Asimina,wagneri,calycosa,
,ausubon,Canadian,robert,Aspalathus,waihoiensis,calycosus,
,autumn,canary-clover,rockcress,Asparagus,waikomoi,calyptrata,
,avaram,cancer-root,rollandia,Asperugo,watereri,campanulata,
,avens,candelina,rose,Asperula,watertonense,campanulatum,
,averrhoa,candle,roseling,Asphodelus,websteri,campestris,
,avian,cane,rosemary,Aspicarpa,wherryi,camporum,
,avispillo,canna,rosewood,Aspicilia,whittakeri,campylacantha,
,Avon,canoparmelia,rosinweed,Aspidotis,winteri,campylon,
,Awapa,Canyon,rubbertree,Asplenium,wisconsinense,campylotheca,
,awikiwiki,Cape,rue,Astelia,woodii,cana,
,awl-leaf,caper,rye,Aster,worlitzensis,canadense,
,awlfruit,caps,sagebrush,Asterella,wyssiana,canadensis,
,awned,cardamom,sagewort,Asterophoma,xanthocarpa,candicans,
,awnless,carex,saltbush,Asterothyrium,youngianum,candida,
,ayahuasca,carica,sand,Astilbe,yukonensis,candidissimum,
,ayenia,carissa,sandmat,Astomum,zahnii,candidum,
,azadirachta,Carlos,sandreed,Astragalus,aaron-rossii,canescens,
,azarole,carnation,sandwort,Astranthium,aaseae,caninum,
,Aztec,carpet,santa,Astrantia,abajoensis,cannonii,
,azulejo,carpetgrass,santiago,Astrebla,abata,canterai,
,babybonnets,carrot,sapo,Astripomoea,abbreviata,canum,
,baccaurea,caskfruit,sawgrass,Astrolepis,abbreviatula,canus,
,baccharis,cassia,saxifrage,Astronidium,aberrans,capillacea,
,Bach's,cat's,searocket,Astrophytum,abertianum,capillaceum,
,Bachman's,Catalina,sedge,Astrothelium,abietifolia,capillare,
,bachmanniomyces,catalpa,sensitive,Asyneuma,abietina,capillaris,
,Back's,catclaw,shield,Asystasia,abietinum,capistratum,
,Backhous,Catherine's,shootingstar,Atamisquea,abietinus,capitata,
,bactris,catkin,sierra,Athalamia,abnorme,capitatum,
,bactrospora,catolechia,silver,Athelia,abolinii,capitatus,
,baeckea,Cave,silverbush,Athyrium,aboriginum,capricornu,
,Baffin,cayratia,silversword,Athysanus,abramsiana,capsaintemariensis,
,bagflower,ceanothus,slipper,Atrichoseris,abramsii,cardiophylla,
,Baglietto'a,cedar,snailwood,Atrichum,abrotanum,careyana,
,Bahama,Cedars,snakeroot,Atriplex,abrupta,caribaea,
,Bahia,celery,snowlover,Atropa,abscissum,carinata,
,Baikal,celtis,snuffer,Attalea,abscondita,carlsonii,
,Bailey's,centaury,soap,Atuna,absinthifolia,carnescens,
,baillonella,centella,spiderling,Aubrieta,absinthium,carneum,
,Baja,centipede,spikerush,Aucuba,absistens,carolinensis,
,Baker's,century,spineflower,Auerodendron,absoluta,caroliniana,
,balanites,cephalaria,spiny,Aulacomnium,absus,carolinianum,
,Bald,cephalotaxus,spinycape,Aulaxina,abutiloides,caroliniensis,
,Baldwin's,ceratodon,spinystar,Aureolaria,abysii,carota,
,ball,cercidospora,spleenwort,Aurinia,abyssinica,carphoclinia,
,ballast,cestrum,spring,Austrocedrus,acaciiformis,carthagenensis,
,ballhead,cetraria,springbeauty,Austrostipa,acanthicarpa,caryophyllea,
,ballmustard,chaenactis,springparsley,Avellinia,acanthocarpa,caseana,
,balloon,chaff,Springs,Avena,acanthochiton,castoreus,
,balloonbush,chaffbush,spurge,Avenula,acanthoides,catalinense,
,balloonplant,chaffhead,star,Averrhoa,acapulcensis,caudata,
,balloonpod,chalice,star-tulip,Avicennia,acarosporoides,caudicifera,
,balloonvine,chamaedorea,stickpea,Axonopus,acaule,caulescens,
,balm,chamomile,stickweed,Axyris,acaulis,caurianum,
,balsam,chariot,stinkweed,Ayenia,accedens,caurina,
,balsam-leaf,Charlotte,stopper,Azadirachta,accidens,cavus,
,balsamo,cheirostylis,strawberry,Azolla,accumbens,cedrosensis,
,balsamroot,cherry,stringybark,Baccaurea,acerifolius,celastroides,
,balsamscale,chervil,sumac,Baccharis,acerosum,centrorubrum,
,Baltic,chess,summer,Bachmanniomyces,acevedoi,cephaloidea,
,baltimora,chestnut,suncup,Bacidia,achilleifolia,ceramicus,
,Baltimore,chickweed,sunflower,Bacidina,aciculare,ceranoides,
,Baltzell's,chiggergrape,swallow-wort,Bacopa,acicularis,cereus,
,bamboo,chiloschista,tail,Bactris,aciculatus,cernuum,
,bandanna,Chinese,tansy,Bactrospora,aciculiferum,cervicornis,
,baneberry,chinquapin,tansymustard,Badusa,acidicola,cervinum,
,bangeraruchel,chiodecton,tarweed,Baeckea,acidoton,cetrariiformis,
,bangikoi,chiquitu,tea,Baeomyces,acinacea,chaetocalyx,
,banisteriopsis,chireta,the,Bahia,acinaciformis,chaffeyi,
,bank,chives,thimbleweed,Baileya,aciphylla,chalciolepis,
,banksia,chloracantha,thistle,Baillonella,ackermanii,chamaeleuce,
,baobab,chloris,thorn-mint,Balanites,acle,chamissonianum,
,baphia,choi,thoroughwort,Balanophora,acmenoides,chamissonis,
,Barbados,chokeberry,threeawn,Baldellia,acomanus,chaplinei,
,barbas,cholla,thrift,Balduina,aconitifolia,charlestonensis,
,barbed,Christi,Thumb,Ballota,aconitifolius,chartaceus,
,barbella,chryso-hypnum,tickhead,Balsamorhiza,acoroides,chatterleyi,
,Barber's,chrysopsis,tickseed,Baltimora,acrifolium,cheatumii,
,barberry,cieneguillo,ticktrefoil,Bambusa,acris,cheiranthifolia,
,Barberton,cimun,toadflax,Banara,acrostichoides,chihuahuaensis,
,barbieria,cinclidium,tongue,Banisteriopsis,actinostomus,chiloensis,
,barbula,cineraria,tonguefern,Banksia,actonii,chinensis,
,barbwire,cinnamon,torrecilla,Baphia,aculeata,chisosiana,
,barleriola,cinquefoil,tree,Baptisia,aculeatiflora,chloranthus,
,barley,cirriphyllum,treebine,Barbarea,aculeatissima,chloridae,
,Barneby's,cistus,treefern,Barbella,aculeatum,chlorolepis,
,Barnes',City,trefoil,Barbieria,aculeolata,chlorothamnus,
,barnyardgrass,cladidium,tres,Barbilophozia,acuminata,chrysantha,
,Barr's,claopodium,tresses,Barbula,acuminatum,chrysanthemifolia,
,barranca,clapdaisy,trumpet,Barkleyanthus,acuminatus,chrysocarpa,
,Barratt's,Clara,turtlehead,Barleria,acunae,chrysocentrus,
,barrel,Clarence,umbrella-sedge,Barleriola,acuta,chrysophylla,
,Barrelier's,clarki,vaca,Barringtonia,acutangula,cicla,
,barren,clarkia,Valley,Bartlettia,acutata,cicutarium,
,Barrier,clausena,verbena,Bartlettina,acutiflora,ciliare,
,barringtonia,clauzadea,vervain,Bartonia,acutifolia,ciliaris,
,Barron's,claw,vine,Bartramia,acutifolium,ciliata,
,Bartlett,claytonia,violet,Bartramidula,acutifolius,ciliatifolia,
,bartlettia,cleidion,virginsbower,Bartramiopsis,acutiformis,ciliatum,
,bartlettina,cleisostoma,wallflower,Bartsia,acutilobus,ciliatus,
,Bartram's,cleistanthus,waterhyssop,Basella,acutirostris,ciliolata,
,bartramia,clematis,waterweed,Basiphyllaea,acutivalvis,cimae,
,bartramidula,Clemente,wattle,Bassia,acutum,cinerascens,
,bartramiopsis,cleomella,wax,Bastardia,adamsii,cinerea,
,basalt,clermontia,waxfruit,Bastardiopsis,adanensis,cinereum,
,basella,clerodendrum,weed,Batesimalva,adanus,circaezans,
,basil,cliffbrake,western,Bathelium,addisonii,circumscissa,
,basin,climacium,wheatgrass,Batis,adelostoma,circumvagum,
,basiphyllaea,climbing,whiskers,Bauhinia,adenophora,cisatlantica,
,basket,clintonia,white,Bazzania,adenopoda,cithariforme,
,basketplant,cliostomum,whitethroat,Beaucarnea,adenoptera,citrina,
,basora,cloak,whiteweed,Bebbia,adenopus,citrinum,
,bastard,cloakfern,wild,Beckmannia,adequatum,citroides,
,bastardia,Clouds,wildginger,Begonia,adianthifolia,cladophorum,
,bastardsage,clover,wildrye,Beilschmiedia,adianthoides,clarkiae,
,Bateman's,club,willow,Bejaria,adiantifolia,clavatus,
,Batesburg,clubawn,willowherb,Belamcanda,adiantum-nigrum,clavicarpa,
,batoko,cluster,woodfern,Bellardia,adinocephala,claviformis,
,bats,clusterpea,woolly,Bellemerea,adjuncta,clementina,
,Bauer's,Coast,woollystar,Bellis,adnata,clermontioides,
,bauhinia,coastweed,woolstar,Beloglottis,adnexa,clevelandii,
,Bay,cobwebby,wormwood,Belonia,adpressus,clivicola,
,bayamon,coca,yam,Benincasa,adscendens,clokeyanus,
,baybean,coccocarpia,yellow,Benitoa,adscensionis,clokeyi,
,beach,coccotrema,yellowtops,Bensoniella,adspersum,coachellae,
,beachgrass,coccuswood,FALSE,Berberis,adsurgens,coahuilensis,
,beaded,cock's,Berchemia,adulterinum,coarctata,
,Beadle's,cockspur,Bergenia,adunca,cobrensis,
,beadtree,coco,Bergerocactus,aduncus,coca,
,beaked,coelogyne,Bergia,adusta,coccineum,
,beakgrain,coenogonium,Berkheya,adveniens,coccineus,
,bear,coffee,Berlandiera,aegialita,cochisensis,
,bear's,coffee-bean,Bernardia,aegyptiaca,coerulea,
,bearbrush,cohosh,Berteroa,aegyptiacus,cognatum,
,bearded,cola,Bertholletia,aegyptium,collectanea,
,beardgrass,colchicum,Berula,aemula,collenchymatica,
,bearpoppy,colicroot,Besseya,aemulum,collina,
,Beath's,collomia,Bestia,aenea,collinsii,
,Beatley's,cologania,Beta,aeneum,collinus,
,Beaumont's,Colorado,Betula,aeneus,colobum,
,beautiful,Columbia,Biatora,aequalis,coloradensis,
,beautyberry,columbiadoria,Biatorella,aequifolius,coloradoensis,
,beautyhead,columbine,Biatoropsis,aequiglumis,colpophilum,
,beavertail,columbo,Bidens,aequinoctialis,coltonii,
,beavertip,comb,Bifora,aequivalvis,columbiana,
,Bebb's,combretum,Bigelowia,aeruginosa,columbianum,
,Beccari's,comet,Bignonia,aesculifolia,colurna,
,Beck's,comfrey,Bikkia,aestivalis,comata,
,Beckett's,compact,Billbergia,aestivum,communis,
,Beckhaus',comun,Billieturnera,aestuans,comosa,
,Beckwith's,conardia,Bischofia,aestuum,compacta,
,Bedford,condalia,Biserrula,aethalia,compactum,
,bedstraw,coneflower,Bituminaria,aethiopicum,compositum,
,bee,conmigo,Bixa,aethiopicus,compressa,
,beeblossom,conotrema,Blasia,aethiopum,concinna,
,beebrush,Conte's,Blechnum,aetnensis,concinnum,
,beech,coolwort,Blechum,affine,concinnus,
,beechdrops,copaiba,Blennosperma,affinis,concolor,
,Beechey's,copaifera,Blepharidachne,aflatunense,condensata,
,beechleaf,copal,Blepharipappus,africana,condensatus,
,beegum,copperleaf,Blepharizonia,africanus,conduplicata,
,beehive,coralbead,Blepharoneuron,afrofistula,confertiflorum,
,beet,coralbells,Blepharostoma,afzelii,confinis,
,beethistle,coraldrops,Blephilia,agallocha,confusa,
,beetle,coralroot,Bletia,agatiflora,confusus,
,beetleweed,corchorus,Bletilla,ageratifolia,congdonii,
,beggarticks,cordia,Blighia,ageratum,congesta,
,begonia,cordilleran,Blindia,agglomerata,congestus,
,beilschmiedia,coreopsis,Bloomeria,aggregantula,conjugans,
,bejuco,corn,Blumea,aggregata,conjugens,
,belah,corncockle,Blutaparon,aggregatula,conjuncta,
,belamcanda,cornel,Blysmus,aggregatus,conjunctus,
,bell-fruit,cornflag,Blyxa,agnicidus,connata,
,belladonna,cornflower,Bobea,agraria,connivens,
,bellemerea,corticifraga,Bocconia,agratum,consimilis,
,bellflower,cory,Boehmeria,agrestis,conspectus,
,bellis,cosmopolitan,Boerhavia,agrimonioides,conspicuum,
,bellisima,cosmos,Boesenbergia,agropyroides,conspicuus,
,bellorita,Costa,Bolandra,agrostoides,constricta,
,belonia,cotoneaster,Bolbitis,ahlneri,contiguum,
,Bengal,cottongrass,Bolboschoenus,ahtii,contracta,
,benincasa,cottonrose,Boltonia,airoides,convallarius,
,benitoa,cottonsedge,Bomarea,ajacis,convoluta,
,BenLomond,cottontop,Bombax,alabamensis,copelandii,
,bensoniella,cottontree,Bombycilaena,alabamicum,copulata,
,bent,couchgrass,Bommeria,alaskana,corallinum,
,bentawn,Coulee,Bonamia,alaskanus,cordata,
,bentflower,Country,Bontia,alaskense,cordifolia,
,bentgrass,County,Borago,alaskensis,cordigerum,
,Bentham's,cowhorn,Borassus,alata,cornuta,
,Bentley's,crabgrass,Borinda,alatamaha,coronaria,
,bentspur,crabweed,Boronia,alatavica,coronata,
,berdakl,cracked,Borrichia,alatum,coronensis,
,bergamot,craglily,Borzicactus,alatus,correllii,
,bergia,Crags,Boschniakia,alba,corrugata,
,Bering,crambe,Boscia,albens,corsicus,
,Bering's,cranesbill,Bossiaea,albertina,coryi,
,berkheya,cratoneuron,Boswellia,albescens,corymbosa,
,Berks,Creek,Bothriochloa,albicans,corymbosoides,
,Berlandier's,creeper,Bothriospermum,albicaulis,corymbosum,
,Bermudagrass,creeping,Botrychium,albicolumnaria,corymbulosa,
,Berteron's,creepingfern,Bouchea,albicoma,corynesporum,
,bertholletia,crepidium,Bouchetia,albida,coryphaeum,
,bestia,cress,Bougainvillea,albidum,costafolia,
,Betche's,crippler,Bourreria,albidus,costaricana,
,betel,crocus,Bouteloua,albiflora,costata,
,betonyleaf,crossidium,Bouvardia,albisedum,cottamii,
,Beyrich,croton,Bowlesia,alboatrum,covilleana,
,Beyrich's,crowberry,Boykinia,albofuscescens,covillei,
,biatora,crowfoot,Brachelyma,alboglabra,cowenii,
,biatorella,crown,Brachiaria,albohyalina,crassicarpus,
,Bicknell's,crownvetch,Brachionidium,alboi,crassicaule,
,bicolored,crucianella,Brachyachne,albolutescens,crassicaulis,
,biddy-biddy,crumia,Brachychiton,albomarginata,crassifolia,
,biennial,crupina,Brachydontium,albomarginatum,crassifolium,
,big,Cruz,Brachyelytrum,albonigra,crassinervium,
,big-flower,cryphaea,Brachymenium,albopruinosa,crassipes,
,big-mouth,cryptantha,Brachypodium,albopunctata,crassisepala,
,bigberry,cryptocarya,Brachystigma,alboradiata,crassiusculum,
,Bigelow,ctenidium,Brachythecium,albovariegata,crassula,
,Bigelow's,cucumber,Bracteantha,albovirescens,crebrifolia,
,bigflower,cucumeropsis,Brandegea,alboviridis,cremnophylax,
,bigfruit,cudweed,Brasenia,albulus,crenata,
,bighead,Cuevas,Brasiliopuntia,album,crenulata,
,bigleaf,cup,Brassavola,albursina,creticus,
,bignay,cupgrass,Brassia,albus,crinita,
,bignonia,cups,Brassica,alcaeoides,crispa,
,bigpod,cushion,Braunia,alcarum,crispata,
,bigroot,cusickiella,Braya,alectoroides,crispatus,
,bigseed,custard-apple,Brazoria,aleppicum,crispiformis,
,bigsepal,cutch,Breynia,aleuromela,crispulus,
,bigtooth,cyanea,Brickellia,aleutensis,cristapilosa,
,bigtop,cyathea,Brickelliastrum,aleutica,cristatum,
,bilimbi,cycad,Bridelia,aleuticum,cristulata,
,Bill,cyclamen,Brigantiaea,aleuticus,crocea,
,Billarder's,cyclanthera,Brighamia,alexandrae,croceum,
,billbergia,cyclopeltis,Briza,algida,cronquistii,
,Billings',cymophyllus,Brodiaea,algidus,cruciatum,
,billion-dollar,cynodontium,Brodoa,algovicum,cruciformis,
,bindweed,cyphomandra,Bromelia,alicastrum,cruiseana,
,Bingham's,cyphomeris,Bromidium,aliceae,crumiana,
,Bioletti's,cypress,Bromus,aliciae,crus-pavonis,
,birch,cypress-pine,Brongniartia,aliena,crustacea,
,birchleaf,cyrtandra,Brosimum,alinii,crustaceum,
,bird,cyrto-hypnum,Brothera,aliquanta,cruziana,
,bird-of-paradise,cystorchis,Brotherella,aliquantum,cryptoceras,
,bird's-beak,dactylina,Broughtonia,alismifolium,cryptolepis,
,bird's-eye,dactylospora,Broussaisia,alleghaniensis,cryptopodum,
,birdbill,dahlia,Broussonetia,allegheniense,ctenophylla,
,birdcherry,daisy,Browallia,allenianus,cucullatifolius,
,birdflower,daisyleaf,Brucea,allenii,cuneata,
,birdfoot,daisytree,Bruchia,alliacea,cuneatum,
,birdnest,dalbergia,Brugmansia,alliariifolia,cuneatus,
,birdwing,dalea,Bruguiera,alligata,cuneifolia,
,birdwood,Dalhousie's,Brunellia,alliodora,cupaniana,
,birthwort,damar,Brunfelsia,allochrous,curtipendula,
,Bisbee,damsonium,Brunnera,allocotus,curtissii,
,bishop,danafern,Brunnichia,allouia,curvatum,
,bishop's,dandelion,Brya,alma,curvicarpus,
,bishopwood,danthonia,Bryhnia,almquistii,curvisiliqua,
,bitter,darning,Bryoandersonia,alnifolia,cusickii,
,bittercress,dart,Bryobrittonia,alnus,cuspidata,
,bitternut,date,Bryocaulon,aloha,cuspidatum,
,Bitterroot,datura,Bryocrumia,aloides,cutleri,
,bittersweet,Davis,Bryoerythrophyllum,alopecoidea,cuyamacae,
,bituminaria,Day's,Bryohaplocladium,alopecuroidea,cuyamensis,
,bixa,dayflower,Bryonia,alopecuroides,cyclomorpha,
,blacheos,de,Bryonora,alopecuros,cycloptera,
,black,decaspermum,Bryoria,alopecurus,cyclosorum,
,black-box,del,Bryoxiphium,alpestre,cyclostegia,
,black-heads,delight,Bryum,alpestris,cylindraceus,
,black-sage,delissea,Bucegia,alpicola,cylindrica,
,blackandwhite,Dellenbaugh,Buchanania,alpigena,cylindricus,
,blackberry,delosperma,Buchenavia,alpina,cylindroidea,
,blackbract,delphinium,Buchnera,alpiniformis,cymbifolia,
,blackbrush,dendrobium,Bucida,alpinum,cymosa,
,blackbutt,dermiscellum,Buckleya,alpinus,cynanchoides,
,Blackfoot,derris,Buddleja,alsinoides,czukczorum,
,blackfruit,desert,Buellia,alta,daciticola,
,blackhead,desertgrass,Buelliella,altaica,dactylon,
,blackrodwood,desertpeony,Buglossoides,altaicum,daileyae,
,blackroot,desertsunflower,Bulbine,altecristatum,dakotica,
,blacksamson,deserttrumpet,Bulbophyllum,alternifolia,dalenii,
,blackseed,desmatodon,Bulbostylis,alternifolium,danaensis,
,blackspot,desmodium,Bulbothrix,althaeoides,danaus,
,blackstem,destroyer,Bullatina,altilis,dasyacantha,
,blacktorch,devils,Bulnesia,altissima,dasyacanthus,
,blackwood,dewdrops,Bunchosia,altissimum,dasyanthum,
,bladder,dewflower,Bunias,altus,dasycarpum,
,bladder-senna,Diablo,Bunium,alversonii,dasycephala,
,bladderfern,Diamond,Bunodophoron,alvordensis,davidsonii,
,bladderpod,dianella,Buphthalmum,alyssoides,davisiae,
,Blakley's,dichelyma,Bupleurum,amabile,davisii,
,Blanchard's,dichodontium,Burmannia,amabilis,davyi,
,blanketflower,dicranella,Bursera,amada,dayense,
,Blasdale,dicranodontium,Butea,amara,dealbata,
,bleached,dicranum,Butia,amaranthoides,deamiana,
,blechum,didymodon,Butomus,amarella,debeuzevillei,
,bleeding,didymoplexis,Buttonia,amaurocraea,debilis,
,blepharipappus,Diego,Buxbaumia,amazonica,decangulare,
,blepharizonia,dienia,Buxus,ambigua,decipiens,
,blessed,digit,Byrsonima,ambiguum,decoloratus,
,bletia,dillenia,Byssoloma,ambiguus,decorticans,
,bletilla,dimeria,Cabomba,ambitiosa,decorum,
,blighia,dioscorea,Cacaliopsis,amblyodon,decumbens,
,Blind's,diospyros,Cadaba,amblytropis,decurrens,
